gene_symbol,de_score,de_celltypes,n_de_celltypes,max_log2fc,min_padj,pathway_score,n_pathways,pathway_names,lr_score,n_lr_interactions,lr_pairs,specificity_score,genetic_score,ot_genetic_score,has_genetic_evidence,druggability_score,convergence_bonus,composite_score,priority_tier,rank
MS4A4A,0.532649659397556,Sinusoidal_endothelial,1,2.9950741138825934,0.0060010318226978,0.0,0,,0.5,12,NRG1-MS4A4A,0.5,0.039209941116778536,0.0,False,0.06990805340240888,False,0.25181862516906717,HIGH,90
NPY1R,0.905312848592251,Myofibroblasts; Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,3,4.995471948085312,1.2384460801498524e-06,0.0,4,Estrogen Response Late; Estrogen Response Early,0.0,0,,0.7,0.0,0.0,False,0.0,False,0.2510625697184502,HIGH,91
ANGPTL2,0.626107081933801,Sinusoidal_endothelial,1,3.3766758078274526,0.0001704310165682,0.0,0,,0.5,20,ANGPTL2-TLR4; ANGPTL2-ITGA5_ITGB1; ANGPTL2-TIE1; ANGPTL2-LILRB2,0.5,0.0,0.0,False,0.0,False,0.2502214163867602,HIGH,92
CD300LG,1.0,Sinusoidal_endothelial,1,5.144144120726115,4.208051494310781e-17,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.25,HIGH,93
POU4F1,1.0,Sinusoidal_endothelial,1,9.257920544875397,2.2045621495026428e-12,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.25,HIGH,94
CD38,0.22203164645517576,Kupffer_cells,1,0.939264404985424,0.0243627771337613,0.12,11,Apoptosis; Interferon Gamma Response; IL-6/JAK/STAT3 Signaling,0.5,20,CD38-PECAM1,0.5,0.11838640026149715,0.0,False,0.2110730737123754,False,0.24866389041326573,HIGH,95
TFPI,0.355916340274174,Vascular_smooth_muscle,1,1.7924935814111218,0.0112558958314288,0.18,16,Estrogen Response Late; KRAS Signaling Up; Epithelial Mesenchymal Transition; Complement; UV Response Dn,0.5,20,TFPI-F3; TFPI-SDC4; TFPI-LRP1,0.5,0.04768776622310904,0.0,False,0.08502330819211892,False,0.24785870583942987,HIGH,96
COL5A2,0.5377337436979341,Sinusoidal_endothelial,1,4.241522509319293,0.0050633459934908,0.1,5,Epithelial Mesenchymal Transition; Angiogenesis; UV Response Dn,0.5,20,COL5A2-ITGA10_ITGB1; COL5A2-ITGA2_ITGB1; COL5A2-ITGA1_ITGB1; COL5A2-DDR1,0.5,0.0,0.0,False,0.0,False,0.24754674873958682,HIGH,97
CD82,0.44372887499778413,Scar-associated_endothelial_ACKR1pos,1,2.540799145017532,0.0178130822123236,0.22,13,p53 Pathway; Inflammatory Response,0.5,20,HBEGF-CD82,0.5,0.0,0.0,False,0.0,False,0.2467457749995568,HIGH,98
CDH5,0.5998561631714927,Kupffer_cells,1,2.2162963051231217,8.46252921008622e-06,0.0,0,,0.5,20,FGA-CDH5; ANGPTL4-CDH5; FGB-CDH5,0.5,0.0,0.0,False,0.0,False,0.24497123263429854,HIGH,99
KRT81,0.9705603736658783,NK_T_cells,1,3.2196737196982856,3.0949984716929816e-10,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.2441120747331757,HIGH,100
LAMA4,0.5332863118637998,Scar-associated_endothelial_PLVAPpos,1,2.018239235218016,3.952490916589657e-05,0.08,6,Adipogenesis,0.5,20,LAMA4-ITGA6_ITGB4; LAMA4-ITGAV_ITGB8; LAMA4-ITGA3_ITGB1; LAMA4-ITGA9_ITGB1; LAMA4-DAG1,0.5,0.0,0.0,False,0.0,False,0.24365726237275998,HIGH,101
BHLHE40,0.48274453446365273,Kupffer_cells; Sinusoidal_endothelial,2,2.4043208952587856,0.0102643008274701,0.7800000000000001,67,Hypoxia; mTORC1 Signaling; IL-2/STAT5 Signaling; UV Response Dn; Myogenesis,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.24354890689273057,HIGH,102
ITGA6,0.6912290618037026,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial; Vascular_smooth_muscle,3,4.255995071486755,0.0011648312960282,0.0,2,IL-2/STAT5 Signaling,0.5,20,THBS1-ITGA6; COL6A1-ITGA6; FN1-ITGA6; ADAM9-ITGA6,0.3,0.0,0.0,False,0.0,False,0.24324581236074053,HIGH,103
CLEC4M,0.6877095084044623,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos,2,4.60416895341779,0.0001765328896672,0.0,0,,0.5,20,GRN-CLEC4M; ICAM3-CLEC4M,0.3,0.0,0.0,False,0.0,False,0.24254190168089249,HIGH,104
CCR7,0.6491813866299554,CD4_T_cells; CD8_T_cells; NK_T_cells,3,3.560576105463684,0.0021460188062683,0.05,6,Inflammatory Response,0.5,16,CCL19-CCR7; CCL21-CCR7,0.3,0.0,0.0,False,0.0,False,0.24233627732599108,HIGH,105
INMT,0.9575660111195663,Scar-associated_endothelial_ACKR1pos,1,4.009031530942818,5.096043752419853e-10,0.0,2,Fatty Acid Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.24151320222391326,HIGH,106
COL15A1,0.6659668054574558,Sinusoidal_endothelial; Vascular_smooth_muscle,2,5.565918077922086,0.0003769298428088,0.02,9,Adipogenesis; Myogenesis,0.5,20,COL15A1-ITGA10_ITGB1; COL15A1-ITGA2_ITGB1; COL15A1-ITGA1_ITGB1,0.3,0.0,0.0,False,0.0,False,0.24119336109149117,HIGH,107
APOC1,0.23041927323718842,Kupffer_cells,1,0.9996155422749056,0.0240462108604084,0.32000000000000006,18,Complement; Coagulation,0.0,0,,0.5,0.29667894853456117,0.4673710826758991,True,0.1525440802609346,False,0.2411352038202182,HIGH,108
LPL,0.8256046731192352,Sinusoidal_endothelial,1,8.818870192519707,8.064710486422814e-08,0.0,8,Cholesterol Homeostasis; Adipogenesis; Angiogenesis,0.0,0,,0.5,0.04933623221600663,0.0,False,0.0879623855123403,False,0.24064935050469977,HIGH,109
GGT5,0.9506894754495061,Vascular_smooth_muscle,1,4.518303080754897,6.635017548562477e-10,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.24013789508990124,MEDIUM,110
A2M,0.24512937524011408,Vascular_smooth_muscle,1,1.1996497288404917,0.0380538585015384,0.4400000000000001,19,Coagulation; IL-6/JAK/STAT3 Signaling,0.5,20,A2M-LRP1,0.5,0.0,0.0,False,0.0,False,0.2400258750480228,MEDIUM,111
CLEC1B,0.6741182394196402,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial,3,4.175824267337362,0.0013921222259457,0.0,0,,0.5,20,PDPN-CLEC1B; CLEC1B-KLRB1; CLEC1B-PDPN,0.3,0.0,0.0,False,0.0,False,0.23982364788392804,MEDIUM,112
MYL9,0.32033705719419603,Myofibroblasts,1,1.2893234693740228,0.026063784185311,0.0,5,Apical Junction,0.5,20,MYL9-CD69,1.0,0.0,0.0,False,0.0,False,0.23906741143883922,MEDIUM,113
ADGRL4,0.5099696319745695,Vascular_smooth_muscle,1,3.695038470036605,0.0146951086160424,0.08,3,KRAS Signaling Up,0.5,20,EDN1-ADGRL4,0.5,0.0,0.0,False,0.0,False,0.2389939263949139,MEDIUM,114
ENTPD1,0.5629112100345826,Sinusoidal_endothelial,1,2.734692825170448,0.0004957259645545,0.0,0,,0.5,20,ENTPD1-TMIGD3; ENTPD1-ADORA3,0.5,0.0,0.0,False,0.0,False,0.23758224200691652,MEDIUM,115
TIMP3,0.5858818308569391,Endothelial_capillary; Kupffer_cells; Scar-associated_endothelial_PLVAPpos,3,1.9630231786694117,8.325483411831813e-05,0.1,11,Epithelial Mesenchymal Transition; Apoptosis; Coagulation,0.5,20,TIMP3-MET; TIMP3-CD44; TIMP3-KDR,0.3,0.0,0.0,False,0.0,False,0.23717636617138785,MEDIUM,116
SDC4,0.48478502010654856,Vascular_smooth_muscle,1,3.188450811249718,0.0386292549192769,0.1,5,Hypoxia; TNF-alpha Signaling via NF-kB,0.5,20,CXCL12-SDC4; TFPI-SDC4; CCL5-SDC4,0.5,0.0,0.0,False,0.0,False,0.2369570040213097,MEDIUM,117
ACTG2,0.6788885480618746,Myofibroblasts,1,6.465835816040021,0.0017284588901542,0.0,1,Apical Junction,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.23577770961237493,MEDIUM,118
PTGER2,0.3811739718836586,Kupffer_cells,1,1.9758625716077456,0.0109120458792491,0.22,11,IL-2/STAT5 Signaling; Inflammatory Response,0.5,20,APP-PTGER2,0.5,0.0,0.0,False,0.0,False,0.23423479437673173,MEDIUM,119
SDC2,0.4401551422729202,Scar-associated_macrophages,1,2.2966896122044678,0.0058591640226287,0.13999999999999999,4,Glycolysis; UV Response Dn,0.5,20,APOC3-SDC2; SDC2-PTPRJ; TGFB1-SDC2; KNG1-SDC2; APOE-SDC2,0.5,0.0,0.0,False,0.0,False,0.234031028454584,MEDIUM,120
SCTR,0.5430609732237983,Cholangiocytes,1,2.5010711162695665,0.0003213065607843,0.0,0,,0.5,20,SCT-SCTR; CALM1-SCTR,0.5,0.0,0.0,False,0.0,False,0.23361219464475969,MEDIUM,121
THBS2,0.48167084302257884,Vascular_smooth_muscle,1,3.0111214461323805,0.0435330687765768,0.08,1,Epithelial Mesenchymal Transition,0.5,20,THBS2-SDC1; THBS2-NOTCH4; THBS2-CD47; THBS2-ITGA6; THBS2-ITGA4,0.5,0.0,0.0,False,0.0,False,0.23333416860451578,MEDIUM,122
MDK,0.3024474618040461,Endothelial_capillary,1,1.4023032449863535,0.0118970257954503,0.14,13,Estrogen Response Late; Apical Junction,0.5,20,MDK-NCL; MDK-SDC3,0.5,0.051768837289700144,0.0,False,0.0922995173864294,False,0.23327662929119866,MEDIUM,123
PLAC8,1.0,Kupffer_cells; Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,3,3.341539286063988,6.822451309561254e-21,0.02,4,Hypoxia,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.233,MEDIUM,124
CCL8,0.5395773051878282,Sinusoidal_endothelial,1,4.530904931165378,0.0047174964302314,0.0,0,,0.5,12,CCL8-ACKR1; CCL8-ACKR2; CCL8-CCR1; CCL8-CCR5; CCL8-CCR2,0.5,0.0,0.0,False,0.0,False,0.23291546103756566,MEDIUM,125
KCNK17,0.6643832871815644,Myofibroblasts,1,4.201630402304655,0.0027486599301819,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.2328766574363129,MEDIUM,126
CD81,0.30288114664978494,Monocytes; Scar-associated_macrophages,2,1.116146734482162,0.0039124222081063,0.04,11,p53 Pathway; IL-2/STAT5 Signaling,0.5,20,CD99-CD81; C3-CD81,0.7,0.04102031001969286,0.0,False,0.07313579010229487,False,0.23280167535022445,MEDIUM,127
IFI27,0.5956035944792051,Vascular_smooth_muscle,1,2.732788682181033,0.0001400029425016,0.4200000000000001,15,Interferon Gamma Response; Interferon Alpha Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.23212071889584102,MEDIUM,128
NTRK2,0.58316441452961,Myofibroblasts,1,2.6317544686109846,0.0056083809597499,0.0,0,,0.1,2,NTF3-NTRK2,1.0,0.0,0.0,False,0.0,False,0.23163288290592202,MEDIUM,129
EFEMP1,0.6179417194680036,Scar-associated_endothelial_ACKR1pos; Vascular_smooth_muscle,2,3.656568428512613,0.0020133224737989,0.02,2,UV Response Dn,0.5,12,EFEMP1-EGFR,0.3,0.0,0.0,False,0.0,False,0.2315883438936007,MEDIUM,130
RGS5,0.6528056189363252,Myofibroblasts,1,3.995873762080274,0.0039803563889688,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.23056112378726504,MEDIUM,131
HIF1A,0.4553373111187378,Kupffer_cells; Scar-associated_endothelial_ACKR1pos,2,1.9743918874572508,0.0030795507053219,0.5700000000000001,34,G2-M Checkpoint; Allograft Rejection; Interferon Gamma Response; Inflammatory Response,0.0,0,,0.3,0.045376572625075245,0.0,False,0.08090264284877023,False,0.23004700180733192,MEDIUM,132
VWA1,1.0,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial; Vascular_smooth_muscle,4,4.418916198484654,1.6452377972548945e-07,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.23,MEDIUM,133
FCN3,1.0,Endothelial_capillary; Kupffer_cells; Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,4,4.140553835201873,6.720024240652823e-07,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.23,MEDIUM,134
RBP7,1.0,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial; Vascular_smooth_muscle,3,3.979309328449003,5.787752304266706e-14,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.23,MEDIUM,135
RGCC,1.0,CD8_T_cells; Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,3,5.176764878727396,1.3866678599731594e-29,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.23,MEDIUM,136
COL3A1,0.32828177626443866,Vascular_smooth_muscle,1,1.756963852162341,0.0271019898424346,0.26,12,Epithelial Mesenchymal Transition; Myogenesis; Angiogenesis; UV Response Dn,0.5,20,COL3A1-ITGA10_ITGB1; COL3A1-ITGA2_ITGB1; COL3A1-ITGA1_ITGB1; COL3A1-DDR2; COL3A1-DDR1,0.5,0.0,0.0,False,0.0,False,0.22965635525288774,MEDIUM,137
ENG,0.24352584808668787,Sinusoidal_endothelial,1,1.0968350487972591,0.0239137169650596,0.22000000000000003,17,KRAS Signaling Up; TGF-beta Signaling,0.5,20,SPARC-ENG; TGFB2-ENG; TGFB1-ENG,0.5,0.04373726276669998,0.0,False,0.07797989015243034,False,0.22933646883187714,MEDIUM,138
OTC,0.6380439530602513,Scar-associated_endothelial_ACKR1pos,1,3.9118141546121743,0.0001077955374876,0.3400000000000001,44,Wnt-beta Catenin Signaling; Notch Signaling; G2-M Checkpoint; Complement; Epithelial Mesenchymal Transition,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.2286087906120503,MEDIUM,139
CD200,0.6175451871347936,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,5.174930577341219,0.0020413684909944,0.0,0,,0.5,20,CD200R1-CD200; CD200-CD200R1,0.3,0.0,0.0,False,0.0,False,0.22850903742695872,MEDIUM,140
CD163,0.23437590777806877,Kupffer_cells,1,1.0659799586269012,0.0290121038167708,0.0,0,,0.5,20,HP-CD163; TNFSF12-CD163,0.5,0.10866071861680293,0.0,False,0.1937329948337267,False,0.2281003104348735,MEDIUM,141
FPR2,0.5135157172161167,Kupffer_cells,1,3.120262014233717,0.0128254136114575,0.0,0,,0.5,20,APP-FPR2; CCL23-FPR2,0.5,0.0,0.0,False,0.0,False,0.22770314344322334,MEDIUM,142
PNPLA3,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.6460117096880333,0.8772923765670532,True,0.43776657369484295,False,0.22716791347623477,MEDIUM,143
CD34,0.28071115453261264,Sinusoidal_endothelial,1,1.4662719532007813,0.0380069374403748,0.08,4,Apical Junction,0.5,20,CD34-SELP; CD34-SELL,0.5,0.0649999654491506,0.0,False,0.1158895149125714,False,0.22677564950569593,MEDIUM,144
CDH11,0.6211484213046052,Scar-associated_endothelial_ACKR1pos,1,3.959076388463268,0.0002061545755278,0.0,1,Epithelial Mesenchymal Transition,0.35,7,ANGPTL4-CDH11,0.5,0.0,0.0,False,0.0,False,0.22672968426092105,MEDIUM,145
PTX3,0.5420140092245631,Sinusoidal_endothelial,1,5.497431963957104,0.0042963519047654,0.05,2,Epithelial Mesenchymal Transition; TNF-alpha Signaling via NF-kB,0.0,0,,0.5,0.11743190329266934,0.0,False,0.20937128525851062,False,0.22666647045685656,MEDIUM,146
CCR1,0.5180203694417036,CD4_T_cells; Kupffer_cells,2,2.348745232406713,0.0023476879637738,0.12000000000000001,11,Allograft Rejection; IL-6/JAK/STAT3 Signaling,0.5,20,CCL5-CCR1; CCL3-CCR1; CCL4-CCR1,0.3,0.0,0.0,False,0.0,False,0.22660407388834072,MEDIUM,147
CST6,0.7804255773944286,Monocytes; Scar-associated_macrophages,2,6.487414512717935,6.950830628471376e-06,0.0,0,,0.0,0,,0.7,0.0,0.0,False,0.0,False,0.2260851154788857,MEDIUM,148
FGL1,0.5042142008615229,NK_T_cells,1,4.439867025201634,0.0183272224962481,0.0,0,,0.5,16,FGL1-LAG3; FGL1-EGFR,0.5,0.0,0.0,False,0.0,False,0.2258428401723046,MEDIUM,149
RELN,0.600886893490934,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,4.224789262020061,0.0036502263480111,0.0,1,KRAS Signaling Up,0.5,10,RELN-ITGA3_ITGB1,0.3,0.0,0.0,False,0.0,False,0.2251773786981868,MEDIUM,150
FMO2,0.8742773197981472,Sinusoidal_endothelial,1,6.417444888840743,1.2455982900518605e-08,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.22485546395962946,MEDIUM,151
UPK3B,0.6233913635056738,Myofibroblasts,1,6.162867874020701,0.0101965507384257,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.22467827270113477,MEDIUM,152
F2R,0.44753783349908,Scar-associated_endothelial_ACKR1pos; Vascular_smooth_muscle,2,2.429896071179432,0.0234652527719854,0.19999999999999998,37,KRAS Signaling Up; IL-6/JAK/STAT3 Signaling; p53 Pathway; Apoptosis; IL-2/STAT5 Signaling,0.5,20,F2-F2R; GZMA-F2R; GNAI2-F2R,0.3,0.0,0.0,False,0.0,False,0.224507566699816,MEDIUM,153
MYH11,0.6072540814528198,Myofibroblasts,1,4.172222927574774,0.0170837104515029,0.02,5,Myogenesis,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.22445081629056396,MEDIUM,154
LTBP1,0.4971616441425588,Scar-associated_endothelial_PLVAPpos,1,3.5413412885415307,0.024023665061576,0.0,1,UV Response Dn,0.5,20,LTBP1-ITGB5,0.5,0.0,0.0,False,0.0,False,0.22443232882851177,MEDIUM,155
PPARG,0.5081090328885561,Sinusoidal_endothelial,1,2.027655201398032,0.0001089975073113,0.0,4,Cholesterol Homeostasis; Adipogenesis; UV Response Dn,0.0,0,,0.5,0.1246278406398888,0.0,False,0.2769621347451341,False,0.22432308694945358,MEDIUM,156
RHOB,0.44133681948146425,Kupffer_cells; Myofibroblasts; Vascular_smooth_muscle,3,1.6005342302540215,0.0023386721456209,0.43999999999999995,24,Epithelial Mesenchymal Transition; UV Response Up; Apoptosis; IL-2/STAT5 Signaling; Estrogen Response Early,0.0,0,,0.7,0.0,0.0,False,0.0,False,0.22426736389629287,MEDIUM,157
F2RL2,0.4963068854674946,Scar-associated_endothelial_ACKR1pos,1,4.041143033380291,0.0248247704992799,0.0,1,IL-2/STAT5 Signaling,0.5,20,GZMA-F2RL2; F2-F2RL2; PLG-F2RL2,0.5,0.0,0.0,False,0.0,False,0.22426137709349891,MEDIUM,158
MFAP2,0.495923034175055,Scar-associated_endothelial_ACKR1pos,1,4.072602622794266,0.0251931668972732,0.0,0,,0.5,10,MFAP2-NOTCH1,0.5,0.0,0.0,False,0.0,False,0.224184606835011,MEDIUM,159
LXN,0.6047687743412461,Myofibroblasts,1,3.3401525845711704,0.0184969599565583,0.02,14,Hypoxia; p53 Pathway; Myogenesis,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.22395375486824923,MEDIUM,160
CRABP2,0.6154316922177924,Myofibroblasts,1,8.311989722761044,0.0131523777799065,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.2230863384435585,MEDIUM,161
BGN,0.3077030010978312,Vascular_smooth_muscle,1,1.7202705909891365,0.0494811954955762,0.24000000000000002,20,Hypoxia; Apoptosis; Epithelial Mesenchymal Transition,0.5,20,BGN-LY96; BGN-TLR2; BGN-TLR4,0.5,0.0,0.0,False,0.0,False,0.22254060021956623,MEDIUM,162
ME1,0.31935490874533157,Kupffer_cells,1,1.1660456079588657,0.0018562251375011,0.7200000000000002,59,Myc Targets V1; Glycolysis; mTORC1 Signaling; Fatty Acid Metabolism; DNA Repair,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.22187098174906633,MEDIUM,163
CXCL2,0.3656917354411662,CD4_T_cells,1,2.0463111965183143,0.0283462724568935,0.15,7,UV Response Up; TNF-alpha Signaling via NF-kB,0.5,20,CXCL2-ACKR1; CXCL2-DPP4,0.5,0.0,0.0,False,0.0,False,0.2206383470882332,MEDIUM,164
NRP1,0.2927242273867175,Scar-associated_endothelial_ACKR1pos,1,1.280828844198141,0.0092800260926917,0.07,14,KRAS Signaling Up; Angiogenesis; UV Response Dn; IL-2/STAT5 Signaling,0.5,20,FGF2-NRP1; VEGFB-NRP1; PGF-NRP1; C3-NRP1; SEMA3F-NRP1,0.5,0.05125586627385823,0.0,False,0.09138493286658633,False,0.22056655197579603,MEDIUM,165
LAMB1,0.5751270463250698,Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial,2,2.4973529236268197,0.0006848997491951,0.0,0,,0.5,20,LAMB1-ITGA1; LAMB1-ITGA6_ITGB4; LAMB1-DAG1; LAMB1-ITGA6_ITGB1; LAMB1-ITGAV_ITGB8,0.3,0.0,0.0,False,0.0,False,0.220025409265014,MEDIUM,166
GCH1,0.2873163665994587,Kupffer_cells,1,1.4984526328075711,0.034776720871833,0.75,29,UV Response Up; Apoptosis; Interferon Gamma Response; Inflammatory Response; Xenobiotic Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.21996327331989174,MEDIUM,167
JAML,0.4748046740442259,Kupffer_cells,1,1.7743508812924262,0.0001070509989683,0.0,0,,0.5,20,CXADR-JAML; JAML-CXADR,0.5,0.0,0.0,False,0.0,False,0.21996093480884515,MEDIUM,168
APLNR,0.5306312750161952,Myofibroblasts,1,2.6730791161962104,0.0371789391914575,0.09,6,Myogenesis; Inflammatory Response,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.21962625500323907,MEDIUM,169
PNMA1,0.5938667837868837,Myofibroblasts,1,3.274110594033494,0.0262130099194311,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.21877335675737675,MEDIUM,170
CCR6,0.0,,0,0.0,1.0,0.0,0,,0.5,20,TNFSF10-CCR6; DEFB1-CCR6,0.0,0.39543954526147507,0.4967915798273733,True,0.2982209663894671,False,0.21859303127378882,MEDIUM,171
DMKN,0.5913231372746561,Myofibroblasts,1,4.570562594750732,0.0284344816497333,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.21826462745493125,MEDIUM,172
TSPAN12,0.4659709316044408,Sinusoidal_endothelial,1,2.3957702026579857,0.003612032009003,0.0,0,,0.5,20,ADAM10-TSPAN12; APP-TSPAN12,0.5,0.0,0.0,False,0.0,False,0.21819418632088816,MEDIUM,173
IL16,0.0,,0,0.0,1.0,0.1,3,Allograft Rejection,0.5,20,IL16-CD9; IL16-CD4; IL16-KCNA3; IL16-CCR5,0.0,0.36500813995881576,0.5125890028417042,True,0.23463158164693115,False,0.2164467722367436,MEDIUM,174
LIFR,0.3960767390117777,Scar-associated_endothelial_PLVAPpos,1,2.107022814552968,0.0120501911943652,0.08,4,Androgen Response,0.5,20,FAM3C-LIFR,0.5,0.0,0.0,False,0.0,False,0.21621534780235552,MEDIUM,175
WFDC2,0.5803628214130746,Myofibroblasts,1,5.429253224432936,0.0403712247433829,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.21607256428261493,MEDIUM,176
PDE4B,0.22178242854360775,Kupffer_cells,1,1.02059164326114,0.0372913083276492,0.58,16,Interferon Gamma Response; TNF-alpha Signaling via NF-kB; Inflammatory Response; DNA Repair,0.0,0,,0.5,0.05543697820270526,0.0,False,0.13859244550676314,False,0.2160045970854123,MEDIUM,177
IGFBP3,0.6468584258056114,Scar-associated_endothelial_ACKR1pos,1,2.230955084057995,1.502118521619153e-06,0.04,23,Hypoxia; Glycolysis; KRAS Signaling Up; Epithelial Mesenchymal Transition; Myogenesis,0.0,0,,0.5,0.058330870029272244,0.0,False,0.10399907423656862,False,0.21555426380392564,MEDIUM,178
STEAP1,0.5774043021103437,Myofibroblasts,1,4.321696138204235,0.0443774630119219,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.21548086042206874,MEDIUM,179
CD8B,0.3156548060655499,T_cells_low_quality,1,1.5256022866749912,0.013468333733827,0.18,5,Allograft Rejection,0.5,20,HLA-B-CD8B; HLA-C-CD8B; HLA-A-CD8B,0.5,0.0,0.0,False,0.0,False,0.21513096121310998,MEDIUM,180
NCAM1,0.45000585299041607,CD4_T_cells,1,2.2392805954446136,0.0029928265722031,0.0,0,,0.5,20,NCAM1-PTPRA; NCAM1-ROBO3; NCAM1-FGFR1; NCAM1-FGFR2,0.5,0.0,0.0,False,0.0,False,0.2150011705980832,MEDIUM,181
CCL21,0.44794074135413653,Vascular_smooth_muscle,1,2.184029945082553,0.002441860532036,0.0,0,,0.5,20,CCL21-ACKR2; CCL21-CCR10; CCL21-CCR7; CCL21-CXCR3,0.5,0.0,0.0,False,0.0,False,0.21458814827082728,MEDIUM,182
CXCL16,0.5464111206771324,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,2.1093194570996574,8.267101314249231e-05,0.0,2,Cholesterol Homeostasis,0.5,20,CXCL16-CXCR6,0.3,0.0,0.0,False,0.0,False,0.2142822241354265,MEDIUM,183
LYVE1,0.7017082161433836,Sinusoidal_endothelial,1,2.1531456442847534,1.2292243725706554e-07,0.0,0,,0.15,3,VEGFC-LYVE1,0.5,0.0,0.0,False,0.0,False,0.2128416432286767,MEDIUM,184
IGFBP6,0.515662586054877,Myofibroblasts,1,2.0704956179582035,0.0027486599301819,0.06,6,Apoptosis,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.21213251721097542,MEDIUM,185
STAT4,0.0,,0,0.0,1.0,0.19999999999999998,13,Allograft Rejection; Interferon Gamma Response,0.0,0,,0.0,0.5011939725167479,0.6291835625049517,True,0.3783274072712569,False,0.2120476042198755,MEDIUM,186
CCDC80,0.5584822273577882,Myofibroblasts,1,2.624947081866811,0.0119266406814071,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.21169644547155764,MEDIUM,187
CD52,0.29404607837441055,CD8_T_cells,1,1.1044588100019566,0.0035775436242177,0.0,0,,0.5,20,CD52-SIGLEC10,0.5,0.05352363020689384,0.0,False,0.09542816674093842,False,0.21150434823774636,MEDIUM,188
SORL1,0.43243741220489484,Scar-associated_macrophages,1,1.2684069962917377,4.0868811718937416e-05,0.0,0,,0.5,20,APOE-SORL1,0.5,0.0,0.0,False,0.0,False,0.21148748244097898,MEDIUM,189
